Year,Medal,Medalist,Entry,Style,Style_Crosswalk,Place
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/eris-brewery-cider-house/"">Eris Brewery & Cider House</a>",Apfel Ort,Wood Aged Specialty Cider,Wood Aged Specialty Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/peninsula-cellars/"">Peninsula Cellars</a>",Gold Rush,Wood Aged Specialty Cider,Wood Aged Specialty Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>",Prohibition,Wood Aged Specialty Cider,Wood Aged Specialty Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/three-falls-cider/"">Three Falls Cider</a>",Bourbon Barrel,Wood Aged Specialty Cider,Wood Aged Specialty Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/three-falls-cider/"">Three Falls Cider</a>",Gin Barrel,Wood Aged Specialty Cider,Wood Aged Specialty Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/two-blokes-cider/"">Two Blokes Cider</a>",Fireside,Wood Aged Specialty Cider,Wood Aged Specialty Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/west-end-cider-house/"">West End Cider House</a>",Barrel Aged Cherry Cyser,Wood Aged Specialty Cider,Wood Aged Specialty Cider,
2024,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/heirloom-hill-cider-company/"">Heirloom Hill Cider Company</a>",Sparkling Honeycrisp Rose,Specialty Cider and Perry,Specialty Cider and Perry,1st Place
2024,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Sparkling Rose,Specialty Cider and Perry,Specialty Cider and Perry,2nd Place
2024,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/thornbury-craft-co/"">Thornbury Craft Co.</a>",Thornbury Wild Blueberry Elderflower Apple Cider,Specialty Cider and Perry,Specialty Cider and Perry,3rd Place
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/loch-mor-cider-co/"">Loch Mór Cider Co.</a>",Maple Pommeau,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/minneapolis-cider-company/"">Minneapolis Cider Company</a>",Spiced Cranberry,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/st-vrain-cidery/"">St. Vrain Cidery</a>",Gingerbread,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/19-acres-cider-co/"">19 Acres Cider Co.</a>",Blackberry Lavender,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/annapolis-cider-company/"">Annapolis Cider Company</a>",Empire Cyser,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/artifact-cider-project/"">Artifact Cider Project</a>",Tell It Slant,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/atlanta-hard-cider-co/"">Atlanta Hard Cider Co.</a>",Cherry Pie,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/"">Blake's Hard Cider Co.</a>",El Chavo,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/door-peninsula-winery/"">Door Peninsula Winery</a>",Cranberry Mule,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/ernest-cider/"">Ernest Cider</a>",Black Cherry Spice,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/high-limb-hard-cider/"">High Limb Hard Cider</a>",Maple Days,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/island-folk-cider-house/"">Island Folk Cider House</a>",Sweater Weather - Cranberry Cinnamon Cider,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/jefferson-county-ciderworks/"">Jefferson County Ciderworks</a>",Peach Tea,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/meriwether-cider-company/"">Meriwether Cider Company</a>",Apricot Sage,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/meriwether-cider-company/"">Meriwether Cider Company</a>",Rose' Cider,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/minneapolis-cider-company/"">Minneapolis Cider Company</a>",Fiery Mango,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/minneapolis-cider-company/"">Minneapolis Cider Company</a>",Rubus Roselle,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/mountain-west-cider-company/"">Mountain West Cider Company</a>",LOS - Blackberry Lavender,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/mountain-west-cider-company/"">Mountain West Cider Company</a>",Parleys Perry,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/mountain-west-cider-company/"">Mountain West Cider Company</a>",Pomme Paloma,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/number-12-cider/"">Number 12 Cider</a>",Downtime,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/number-12-cider/"">Number 12 Cider</a>",Second Sun,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/odd-brothers-craft-cider/"">Odd Brothers Craft Cider</a>",Millions of Peaches - Peaches & Tea,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/paha-cider/"">Paha Cider</a>",Pear Cider,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/papa-moon-vineyards-winery/"">Papa Moon Vineyards & Winery</a>",Mango Habanero,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>","That'll Do, Fig",Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Three Pepper,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Hopped Apricot,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Plum Lemongrass With Ginger,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Rockies Rose,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",White Pear,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/stem-ciders/"">Stem Ciders</a>",Chile Guava,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/tandem-ciders/"">Tandem Ciders</a>",Bee's Dream,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/thornbury-craft-co/"">Thornbury Craft Co.</a>",Thornbury Rosé Apple Cider,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/vander-mill/"">Vander Mill</a>",Totally Roasted,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/willamette-ale-cider-house/"">Willamette Ale & Cider House</a>",Passionfruit Guava Cocktail,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/williamson-mead-and-brewing/"">Williamson Mead and Brewing</a>",Hilde,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/atlanta-hard-cider-co/"">Atlanta Hard Cider Co.</a>",Honey Bee,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/atlanta-hard-cider-co/"">Atlanta Hard Cider Co.</a>",Rosé,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/avid-cider/"">Avid Cider</a>",Mango Burn,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/"">Blake's Hard Cider Co.</a>",Sir Lush,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/"">Bold Rock Hard Cider</a>",Imperial Cider,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/eris-brewery-cider-house/"">Eris Brewery & Cider House</a>",E-Phoria,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/eris-brewery-cider-house/"">Eris Brewery & Cider House</a>",Punx,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/eris-brewery-cider-house/"">Eris Brewery & Cider House</a>",Van Van Mojo,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/ernest-cider/"">Ernest Cider</a>",Ernest Cider Dry,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/high-limb-hard-cider/"">High Limb Hard Cider</a>",Strawberry Rhubarb Pie,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/kuhnhenn-brewing-co/"">Kuhnhenn Brewing Co.</a>",Keto Cider,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/locust-cider/"">Locust Cider</a>",Honey Pear,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/minneapolis-cider-company/"">Minneapolis Cider Company</a>",Resolution #5,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/mountain-west-cider-company/"">Mountain West Cider Company</a>",Sweet Alice,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/palestra-hidromiel/"">Palestra Hidromiel</a>",Hidromiel con Membrillos,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/papa-moon-vineyards-winery/"">Papa Moon Vineyards & Winery</a>",Margarita,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/papa-moon-vineyards-winery/"">Papa Moon Vineyards & Winery</a>",Peach & Spruce,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Apricuddle,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Pumpkin Spice,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Punch Bowl,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Barrel Aged Peach Spiced,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Jalapearno',Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/spring-hill-cider-works/"">Spring Hill Cider Works</a>",Lake Effect Hard Cider,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/tercer-ciclo/"">Tercer Ciclo</a>",La Ultima Cosecha,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/thornapple-brewing-company/"">Thornapple Brewing Company</a>",Sriracha Sayonara,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/thornbury-craft-co/"">Thornbury Craft Co.</a>",Thornbury Hopped Cranberry Apple Cider,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/two-blokes-cider/"">Two Blokes Cider</a>",Manzanita,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/two-k-farms/"">Two K Farms</a>",Imperial,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/white-winter-winery/"">White Winter Winery</a>",Snowed In Cider,Specialty Cider and Perry,Specialty Cider and Perry,
2024,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/annapolis-cider-company/"">Annapolis Cider Company</a>",Sbagliato Spritz,Unlimited Cider and Perry,Unlimited Cider and Perry,1st Place
2024,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/annapolis-cider-company/"">Annapolis Cider Company</a>",Cranberry Mimosa,Unlimited Cider and Perry,Unlimited Cider and Perry,2nd Place
2024,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/thornbury-craft-co/"">Thornbury Craft Co.</a>",Thornbury Wild Strawberry Lemonade Cider,Unlimited Cider and Perry,Unlimited Cider and Perry,3rd Place
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/"">Blake's Hard Cider Co.</a>",Black Philip,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/ernest-cider/"">Ernest Cider</a>",Cherry Pie,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/jefferson-county-ciderworks/"">Jefferson County Ciderworks</a>",Black & Blueberry Session,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/odd-brothers-craft-cider/"">Odd Brothers Craft Cider</a>",Ecto Cider,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/19-acres-cider-co/"">19 Acres Cider Co.</a>",Blueberry Agave Imperial,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",Crisp Apple,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/annapolis-cider-company/"">Annapolis Cider Company</a>",Cosmic Peach,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/atlanta-hard-cider-co/"">Atlanta Hard Cider Co.</a>",Tepache,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/"">Blake's Hard Cider Co.</a>",Watermelon Heatwave,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/chain-yard-urban-cidery/"">Chain Yard Cider</a>",Bee-You,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/farm-club/"">Farm Club</a>",Graf,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/ficklewood-ciderworks/"">Ficklewood Ciderworks</a>",Figgy Stardust,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/glacial-till-vineyard-winery/"">Glacial Till Vineyard & Winery</a>",Apple Cider Donut,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/glacial-till-vineyard-winery/"">Glacial Till Vineyard & Winery</a>",Caramel Apple,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/glacial-till-vineyard-winery/"">Glacial Till Vineyard & Winery</a>",Cherry Vanilla,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/heemans/"">Heeman's</a>",Dutch Crumble,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/jefferson-county-ciderworks/"">Jefferson County Ciderworks</a>",Sour Cherry,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/meriwether-cider-company/"">Meriwether Cider Company</a>",Bannock Street Buzz,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/nashi-orchards/"">Nashi Orchards</a>",Royal Perry,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/ravens-moon-craft-cider/"">Raven's Moon Craft Cider</a>",Ragged Ass Road,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/schilling-cider/"">Schilling Cider</a>",Excelsior Ground Control Cherry N/A,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Odyssey,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/tercer-ciclo/"">Tercer Ciclo</a>",Todo o Nada,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/thornbury-craft-co/"">Thornbury Craft Co.</a>",Thornbury Blood Orange Apple Cider,Unlimited Cider and Perry,Unlimited Cider and Perry,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/thornbury-craft-co/"">Thornbury Craft Co.</a>",Thornbury Mango Dragonfruit Lemonade Cider,Unlimited Cider and Perry,Unlimited Cider and Perry,
