Name,Town/City,Region,Country,Primary Type,Google,Website,Facebook,Instagram,Yelp,TripAdvisor,Untappd,GLINTCAP,AKA
Ragged Hill Cider,West Brookfield,Massachusetts,United States,Cider,"<a href=""https://maps.google.com/?cid=12743756096350248911"">Google</a>","<a href=""https://www.raggedhillcider.com/"">Website</a>","<a href=""https://www.facebook.com/RaggedHillCider/"">Facebook</a>","<a href=""https://www.instagram.com/raggedhillcider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/ragged-hill-orchard-west-brookfield"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g41900-d13976564"">TripAdvisor</a>","<a href=""https://untappd.com/w/ragged-hill-cider-company/339946"">Untappd</a>","<a href=""https://ciderguide.com/ragged-hill-cider/"">GLINTCAP</a>",
Raging Cider & Mead,San Marcos,California,United States,Cider,"<a href=""https://maps.google.com/?cid=4063834740320553778"">Google</a>","<a href=""http://www.ragingcidermead.com/"">Website</a>","<a href=""https://www.facebook.com/ragingcider/"">Facebook</a>","<a href=""https://www.instagram.com/raging_cider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/raging-cider-and-mead-co-san-marcos"">Yelp</a>",,"<a href=""https://untappd.com/w/raging-cider-mead/368755"">Untappd</a>","<a href=""https://ciderguide.com/raging-cider-mead/"">GLINTCAP</a>",
Rebel Seed Cidery,Marydel,Delaware,United States,Cider,"<a href=""https://maps.google.com/?cid=7067059753674240387"">Google</a>",,"<a href=""https://www.facebook.com/RebelSeedCider/"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/harvest-ridge-winery-marydel"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g34035-d5327402"">TripAdvisor</a>","<a href=""https://untappd.com/w/rebel-seed-cider/231348"">Untappd</a>","<a href=""https://ciderguide.com/rebel-seed-cidery/"">GLINTCAP</a>",Harvest Ridge Winery
Red Clay Brewing Company,Opelika,Alabama,United States,Beer,"<a href=""https://maps.google.com/?cid=3205658919781224567"">Google</a>","<a href=""http://redclaybrewingcompany.com/"">Website</a>",,,"<a href=""https://www.yelp.com/biz/red-clay-brewing-co-opelika"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g30751-d10436567"">TripAdvisor</a>","<a href=""https://untappd.com/w/red-clay-brewing-company/121860"">Untappd</a>",,
Red Clay Ciderworks,Charlotte,North Carolina,United States,Cider,"<a href=""https://maps.google.com/?cid=4377108592727573925"">Google</a>","<a href=""http://redclayciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/redclayhardcider/"">Facebook</a>","<a href=""https://www.instagram.com/redclaycider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/red-clay-ciderworks-charlotte-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g49022-d8607909"">TripAdvisor</a>","<a href=""https://untappd.com/w/red-clay-ciderworks/214893"">Untappd</a>","<a href=""https://ciderguide.com/red-clay-ciderworks/"">GLINTCAP</a>",
Red Shedman Farm Brewery,Mount Airy,Maryland,United States,Beer,"<a href=""https://maps.google.com/?cid=683168717757791087"">Google</a>","<a href=""https://redshedman.com/"">Website</a>","<a href=""https://www.facebook.com/RedShedman"">Facebook</a>","<a href=""https://www.instagram.com/redshedmanbrewery"">Instagram</a>","<a href=""https://www.yelp.com/biz/red-shedman-farm-brewery-and-hop-yard-mount-airy"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g41276-d10224519"">TripAdvisor</a>","<a href=""https://untappd.com/w/red-shedman-farm-brewery/163561"">Untappd</a>",,
Redbyrd Orchard Cider,Trumansburg,New York,United States,Cider,,"<a href=""https://redbyrdorchardcider.com/"">Website</a>","<a href=""https://www.facebook.com/RedbyrdOrchardCider/"">Facebook</a>","<a href=""https://www.instagram.com/redbyrdcider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/redbyrd-orchard-cider/32856"">Untappd</a>","<a href=""https://ciderguide.com/redbyrd-orchard-cider/"">GLINTCAP</a>",
Redhead Ciderhouse,Berlin Heights,Ohio,United States,Cider,"<a href=""https://maps.google.com/?cid=12039728981758973803"">Google</a>","<a href=""http://redheadciderhouse.com/"">Website</a>","<a href=""https://www.facebook.com/redheadciderhouse/"">Facebook</a>","<a href=""https://www.instagram.com/redheadciderhouse"">Instagram</a>","<a href=""https://www.yelp.com/biz/redhead-ciderhouse-berlin-heights"">Yelp</a>",,"<a href=""https://untappd.com/w/redhead-ciderhouse/189860"">Untappd</a>",,
Reid's Orchard & Winery,Gettysburg,Pennsylvania,United States,Wine,"<a href=""https://maps.google.com/?cid=3869675493374379659"">Google</a>","<a href=""http://www.reidsorchardwinery.com/"">Website</a>","<a href=""https://www.facebook.com/reidsorchardwinery/"">Facebook</a>","<a href=""https://www.instagram.com/reidsciderhouse/"">Instagram</a>","<a href=""https://www.yelp.com/biz/reids-winery-tasting-room-and-cider-house-gettysburg-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g60798-d7935918"">TripAdvisor</a>","<a href=""https://untappd.com/w/reids-orchard-and-winery/39461"">Untappd</a>",,Black Bear Hard Cider
Renaissance Orchards,Ferndale,Washington,United States,Cider,"<a href=""https://maps.google.com/?cid=8299199662211416163"">Google</a>","<a href=""https://renaissanceorchards.com/"">Website</a>","<a href=""https://www.facebook.com/RenaissanceOrchardsCider/"">Facebook</a>","<a href=""https://www.instagram.com/renaissanceorchards/"">Instagram</a>",,,"<a href=""https://untappd.com/RenaissanceOrchards"">Untappd</a>","<a href=""https://ciderguide.com/renaissance-orchards/"">GLINTCAP</a>",
Restoration Cider,Madison,Wisconsin,United States,Cider,"<a href=""https://maps.google.com/?cid=13156191689318021594"">Google</a>","<a href=""http://www.restorationcider.com/"">Website</a>","<a href=""https://www.facebook.com/restorationcider/"">Facebook</a>","<a href=""https://www.instagram.com/restorationcider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/restoration-cider-co/206123"">Untappd</a>","<a href=""https://ciderguide.com/restoration-cider/"">GLINTCAP</a>",
Rhinegeist Brewery,Cincinnati,Ohio,United States,Beer,"<a href=""https://maps.google.com/?cid=4624817204033581156"">Google</a>","<a href=""https://rhinegeist.com/"">Website</a>","<a href=""https://www.facebook.com/rhinegeist"">Facebook</a>","<a href=""https://www.instagram.com/rhinegeist/"">Instagram</a>","<a href=""https://www.yelp.com/biz/rhinegeist-brewery-cincinnati"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g60993-d8618371"">TripAdvisor</a>","<a href=""https://untappd.com/w/rhinegeist-brewery/69953"">Untappd</a>","<a href=""https://ciderguide.com/rhinegeist-brewery/"">GLINTCAP</a>",Cidergeist
Ricker Hill,Turner,Maine,United States,Cider,"<a href=""https://maps.google.com/?cid=18164962847201727107"">Google</a>","<a href=""http://www.rickershardcider.com/"">Website</a>",,,"<a href=""https://www.yelp.com/biz/ricker-hill-orchards-turner"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g40929-d8615616"">TripAdvisor</a>","<a href=""https://untappd.com/w/rickers-hard-cider/154028"">Untappd</a>","<a href=""https://ciderguide.com/ricker-hill/"">GLINTCAP</a>",
Right Bee Cider,Chicago,Illinois,United States,Cider,"<a href=""https://maps.google.com/?cid=3785946038058251944"">Google</a>","<a href=""http://www.rightbeecider.com/"">Website</a>","<a href=""https://www.facebook.com/rightbeecider/"">Facebook</a>","<a href=""https://www.instagram.com/rightbeecider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/right-bee-cider-chicago"">Yelp</a>",,"<a href=""https://untappd.com/w/right-bee-cider/156700"">Untappd</a>","<a href=""https://ciderguide.com/right-bee-cider/"">GLINTCAP</a>",
Riverhead Ciderhouse,Riverhead,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=5566760778956005917"">Google</a>","<a href=""http://riverheadcider.com/"">Website</a>","<a href=""https://www.facebook.com/RiverheadCiderhouse/"">Facebook</a>","<a href=""https://www.instagram.com/riverhead_ciderhouse/"">Instagram</a>","<a href=""https://www.yelp.com/biz/riverhead-cider-house-calverton"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g47394-d12378368"">TripAdvisor</a>","<a href=""https://untappd.com/w/the-riverhead-ciderhouse/299705"">Untappd</a>","<a href=""https://ciderguide.com/riverhead-ciderhouse/"">GLINTCAP</a>",
Riverwood Winery,Rushville,Missouri,United States,Wine,"<a href=""https://maps.google.com/?cid=17135743120116875143"">Google</a>","<a href=""http://www.riverwoodwinery.com/"">Website</a>","<a href=""https://www.facebook.com/riverwoodwinery/"">Facebook</a>","<a href=""https://www.instagram.com/riverwood_winery/"">Instagram</a>","<a href=""https://www.yelp.com/biz/riverwood-winery-rushville"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g44870-d3337013"">TripAdvisor</a>",,,
Rockridge Orchards & Cidery,Enumclaw,Washington,United States,Cider,"<a href=""https://maps.google.com/?cid=17120795318985302413"">Google</a>",,"<a href=""https://www.facebook.com/rockridge.countrymarket/"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/rockridge-orchards-enumclaw-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58462-d8786847"">TripAdvisor</a>","<a href=""https://untappd.com/w/rockridge-orchards-and-cidery/20768"">Untappd</a>",,
Rocky Ground Cider,Newburgh,Maine,United States,Cider,,"<a href=""https://rockygroundcider.com/"">Website</a>",,"<a href=""https://www.instagram.com/rockygroundcider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/rocky-ground-cider/276628"">Untappd</a>",,
Rogers' Cideryard,Johnstown,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=11591021141183117836"">Google</a>",,"<a href=""https://www.facebook.com/RogersCideryard/"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/rogers-family-orchards-johnstown"">Yelp</a>",,"<a href=""https://untappd.com/w/rogers-cideryard/326540"">Untappd</a>",,
Rootstock Cider & Spirits,Williamson,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=326849638277971533"">Google</a>","<a href=""https://www.rootstockciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/RootstockCiderAndSpirits"">Facebook</a>","<a href=""https://www.instagram.com/rootstockciderandspirits/"">Instagram</a>","<a href=""https://www.yelp.com/biz/apple-country-spirits-williamson"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48892-d4473976"">TripAdvisor</a>","<a href=""https://untappd.com/w/rootstock-ciderworks/186540"">Untappd</a>","<a href=""https://ciderguide.com/rootstock-ciderworks/"">GLINTCAP</a>",
Rootwood Cider Co.,Manson,Washington,United States,Cider,"<a href=""https://maps.google.com/?cid=1905642347995959494"">Google</a>","<a href=""http://www.rootwoodcider.com/"">Website</a>","<a href=""https://www.facebook.com/rootwoodciderco/"">Facebook</a>","<a href=""https://www.instagram.com/rootwoodcider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/rootwood-cider-taproom-manson"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58587-d10522833"">TripAdvisor</a>","<a href=""https://untappd.com/w/rootwood-cider-co/223706"">Untappd</a>",,
Rowan Asher Winery,Stroudsburg,Pennsylvania,United States,Wine,"<a href=""https://maps.google.com/?cid=17552058440624652770"">Google</a>","<a href=""http://www.rowanasherwinery.com/"">Website</a>","<a href=""https://www.facebook.com/rowan.asher"">Facebook</a>","<a href=""https://www.instagram.com/rawurbanwinery/"">Instagram</a>","<a href=""https://www.yelp.com/biz/rowan-asher-winery-and-hard-cidery-stroudsburg"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g53776-d8668436"">TripAdvisor</a>","<a href=""https://untappd.com/w/raw-winery-and-hard-cidery/279521"">Untappd</a>",,
Runcible Cider,Mosier,Oregon,United States,Cider,"<a href=""https://maps.google.com/?cid=15182592417091165603"">Google</a>","<a href=""https://www.runciblecider.com/"">Website</a>","<a href=""https://www.facebook.com/runciblecider/"">Facebook</a>","<a href=""https://www.instagram.com/runciblecider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/runcible-cider-mosier-2"">Yelp</a>",,"<a href=""https://untappd.com/w/runcible-cider/332214"">Untappd</a>","<a href=""https://ciderguide.com/runcible-cider/"">GLINTCAP</a>",
Russell Orchards,Ipswich,Massachusetts,United States,Cider,"<a href=""https://maps.google.com/?cid=11665460520789308482"">Google</a>","<a href=""http://www.russellorchards.com/"">Website</a>","<a href=""https://www.facebook.com/russellorchards"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/russell-orchards-ipswich"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g41626-d1099823"">TripAdvisor</a>","<a href=""https://untappd.com/w/russell-orchards/19236"">Untappd</a>","<a href=""https://ciderguide.com/russell-orchards/"">GLINTCAP</a>",
Appalachian Ridge Hard Cider,Hendersonville,North Carolina,United States,Cider,"<a href=""https://maps.google.com/?cid=17745845995071015259"">Google</a>","<a href=""https://www.saintpaulfarms.com/appalachian-ridge-hard-cider"">Website</a>","<a href=""https://www.facebook.com/people/Appalachian-Ridge-Artisan-Hard-Cider/100029060216040/"">Facebook</a>","<a href=""https://www.instagram.com/appalachian_ridge/"">Instagram</a>","<a href=""https://www.yelp.com/biz/appalachian-ridge-artisan-cidery-hendersonville"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g49206-d14984484"">TripAdvisor</a>","<a href=""https://untappd.com/w/saint-paul-mountain-vineyards/217261"">Untappd</a>",,Saint Paul Mountain Vineyards
Sandia Hard Cider,Albuquerque,New Mexico,United States,Cider,"<a href=""https://maps.google.com/?cid=10960141526376680070"">Google</a>",,"<a href=""https://www.facebook.com/sandiahardcider/"">Facebook</a>","<a href=""https://www.instagram.com/sandiahardcider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/the-craftroom-albuquerque"">Yelp</a>",,"<a href=""https://untappd.com/w/sandia-hard-cider/286813"">Untappd</a>",,
Santa Barbara Cider Co.,Goleta,California,United States,Cider,"<a href=""https://maps.google.com/?cid=13468292348466273557"">Google</a>","<a href=""https://www.sbcider.com/"">Website</a>","<a href=""https://www.facebook.com/sbcider"">Facebook</a>","<a href=""https://www.instagram.com/sbciderco/"">Instagram</a>","<a href=""https://www.yelp.com/biz/santa-barbara-cider-company-goleta-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32438-d14155808"">TripAdvisor</a>","<a href=""https://untappd.com/w/santa-barbara-cider-company/359136"">Untappd</a>",,
Santa Cruz Cider Co.,Santa Cruz,California,United States,Cider,"<a href=""https://maps.google.com/?cid=16427348691643937890"">Google</a>","<a href=""http://www.santacruzciderco.com/"">Website</a>","<a href=""https://www.facebook.com/santacruzciderco/"">Facebook</a>","<a href=""https://www.instagram.com/santacruzciderco/"">Instagram</a>","<a href=""https://www.yelp.com/biz/santa-cruz-cider-watsonville-2"">Yelp</a>",,"<a href=""https://untappd.com/w/santa-cruz-cider-company/95411"">Untappd</a>","<a href=""https://ciderguide.com/santa-cruz-cider-co/"">GLINTCAP</a>",
Sapsucker Farms Yellow Belly Cidery,Mora,Minnesota,United States,Cider,"<a href=""https://maps.google.com/?cid=10529182272851607589"">Google</a>","<a href=""https://www.sapsuckerfarms.com/"">Website</a>","<a href=""https://www.facebook.com/YellowBellyCider/"">Facebook</a>","<a href=""https://www.instagram.com/sapsuckerfarms/"">Instagram</a>","<a href=""https://www.yelp.com/biz/sapsucker-farms-yellow-belly-cidery-mora"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g43337-d15594799"">TripAdvisor</a>","<a href=""https://untappd.com/w/sapsucker-farms/187535"">Untappd</a>","<a href=""https://ciderguide.com/sapsucker-farms-yellow-belly-cidery/"">GLINTCAP</a>",
Saratoga Apple,Schuylerville,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=13916847811352807156"">Google</a>",,"<a href=""https://www.facebook.com/profile.php?id=100045069469641"">Facebook</a>","<a href=""https://www.instagram.com/saratogaapple/"">Instagram</a>","<a href=""https://www.yelp.com/biz/saratoga-apple-schuylerville"">Yelp</a>",,"<a href=""https://untappd.com/w/saratoga-apple/308052"">Untappd</a>",,
Saro Cider,Lincoln,Nebraska,United States,Cider,"<a href=""https://maps.google.com/?cid=14239117714929818609"">Google</a>","<a href=""https://sarocider.com/"">Website</a>","<a href=""https://www.facebook.com/4SaroCider"">Facebook</a>","<a href=""https://www.instagram.com/sarocider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/saro-cider-lincoln"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g45667-d15141590"">TripAdvisor</a>","<a href=""https://untappd.com/w/saro-cider/407311"">Untappd</a>","<a href=""https://ciderguide.com/saro-cider/"">GLINTCAP</a>",
Scar of the Sea,Santa Maria,California,United States,Wine,"<a href=""https://maps.google.com/?cid=7351321639088748491"">Google</a>","<a href=""http://www.scaroftheseawines.com/"">Website</a>",,"<a href=""https://www.instagram.com/scar_of_the_sea/"">Instagram</a>",,,"<a href=""https://untappd.com/w/scar-of-the-sea-wines/130497"">Untappd</a>",,
