Year,Medal,Entrant,Entry,Style,Place
2021,🥈 SILVER,Black Diamond Cider,Ashmead's Kernel / Reinette Musquee,Heritage Cider - Dry,
2021,🥈 SILVER,Black Diamond Cider,Hickster,Heritage Cider - Sweet,
2021,🥈 SILVER,Black Diamond Cider,JayWalker,Modern Cider - Sweet,
2021,🥈 SILVER,Black Diamond Cider,Porter's Pommeau,Fortified Cider,
2021,🥈 SILVER,Black Diamond Cider,Slatestone,Heritage Cider - Dry,
2021,🥉 BRONZE,Black Diamond Cider,Golden Russet / Porter's Perfection,Heritage Cider - Dry,
2019,🏆 BEST IN CLASS,Black Diamond Cider,Somerset Jersey,Heritage Cider - Dry,1st Place
2019,🏆 BEST IN CLASS,Black Diamond Cider,Hickster,Heritage Cider - Sweet,3rd Place
2019,🥇 GOLD,Black Diamond Cider,SlateStone,Heritage Cider - Dry,
2019,🥈 SILVER,Black Diamond Cider,Golden Perfection,Heritage Cider - Dry,
2018,🏆 BEST IN CLASS,Black Diamond Cider,Hickster,Heritage Cider - Sweet,1st Place
2018,🏆 BEST IN CLASS,Black Diamond Cider,SlateStone,Heritage Cider - Dry,3rd Place
2018,🥇 GOLD,Black Diamond Cider,JayWalker,Modern Cider - Sweet,
2018,🥇 GOLD,Black Diamond Cider,ShinHollow,Heritage Cider - Dry,
2018,🥈 SILVER,Black Diamond Cider,FirstFling,Heritage Cider - Dry,
2018,🥈 SILVER,Black Diamond Cider,RabbleRouser,Heritage Cider - Dry,
2018,🥈 SILVER,Black Diamond Cider,Solstice Still Cider,Heritage Cider - Dry,
2018,🥉 BRONZE,Black Diamond Cider,Porter's Pommeau,Fortified Cider,
2017,🏆 BEST IN CLASS,Black Diamond Cider,Porter's Pommeau,Fortified Cider,1st Place
2017,🥈 SILVER,Black Diamond Cider,First Fling,Heritage Cider - Sweet,
2017,🥈 SILVER,Black Diamond Cider,JayWalker,Modern Cider - Sweet,
2017,🥈 SILVER,Black Diamond Cider,Solstice Still,Heritage Cider - Dry,
2017,🥉 BRONZE,Black Diamond Cider,SlateStone,Heritage Cider - Dry,
2023,🥈 SILVER,BlackBird Cider Works,New England Style Cider,Specialty Cider and Perry,
2023,🥈 SILVER,BlackBird Cider Works,Tart Cherry Perry,Specialty Cider and Perry,
2023,🥉 BRONZE,BlackBird Cider Works,Field Blend,Fruit Cider,
2022,🥈 SILVER,BlackBird Cider Works,Field Blend,Fruit Cider,
2022,🥉 BRONZE,BlackBird Cider Works,Black Rock Kingston Black,Traditional Cider - Dry,
2022,🥉 BRONZE,BlackBird Cider Works,Dabinett Dry Heritage,Traditional Cider - Dry,
2022,🥉 BRONZE,BlackBird Cider Works,Ghost Lantern,Botanical Cider,
2021,🥈 SILVER,BlackBird Cider Works,Buffalo Bluegrass,Wood Aged Cider,
2021,🥉 BRONZE,BlackBird Cider Works,Chandler Street Cherry,Fruit Cider,
2021,🥉 BRONZE,BlackBird Cider Works,Red Barn Farm Style,Modern Cider - Sweet,
2019,🥈 SILVER,BlackBird Cider Works,Dabinett Heritage Cider,Heritage Cider - Dry,
2019,🥈 SILVER,BlackBird Cider Works,White Hurricane - Gin Barrel Aged,Wood Aged Cider,
2019,🥉 BRONZE,BlackBird Cider Works,Buffalo Bluegrass Kentucky Barrel Aged Cider,Wood Aged Cider,
2018,🏆 BEST IN CLASS,BlackBird Cider Works,Buffalo Bluegrass,Wood Aged Cider,2nd Place
2018,🥈 SILVER,BlackBird Cider Works,Red Barn Farm Style,Modern Cider - Sweet,
2018,🥉 BRONZE,BlackBird Cider Works,Dry-Oak Aged,Wood Aged Cider,
2018,🥉 BRONZE,BlackBird Cider Works,New England Style Cider,Wood Aged Specialty Cider,
2017,🏆 BEST IN CLASS,BlackBird Cider Works,Black Rock - Kingston Black,Traditional Cider - Sweet,3rd Place
2017,🥈 SILVER,BlackBird Cider Works,Dabinett English Style,Traditional Cider - Dry,
2017,🥈 SILVER,BlackBird Cider Works,New England Style Cider,Specialty Cider and Perry,
2016,🥈 SILVER,BlackBird Cider Works,Buffalo Bluegrass - Kentucky Barrel Aged ,Wood Aged Cider and Perry,
2016,🥈 SILVER,BlackBird Cider Works,Dabinett English Style Cider,English Cider,
2016,🥉 BRONZE,BlackBird Cider Works,Christmas Cider,Spiced Cider,
2016,🥉 BRONZE,BlackBird Cider Works,Estate Reserve ,Modern Cider,
2016,🥉 BRONZE,BlackBird Cider Works,Organic Oak Aged Dry Cider,Wood Aged Cider and Perry,
2015,🥈 SILVER,BlackBird Cider Works,Dabinett English Style Cider,English Cider,
2015,🥈 SILVER,BlackBird Cider Works,Red Barn Farm Style ,Modern Cider,
2015,🥉 BRONZE,BlackBird Cider Works,BlackBird Christmas Cider,Spiced Cider,
2015,🥉 BRONZE,BlackBird Cider Works,New England Style ,New England Cider,
2015,🥉 BRONZE,BlackBird Cider Works,Semi Sweet Organic Cider,Heritage Cider,
2014,🥈 SILVER,BlackBird Cider Works,Dabinett English Style Cider,English Cider,
2014,🥈 SILVER,BlackBird Cider Works,New England Style Cider,New England Cider,
2014,🥈 SILVER,BlackBird Cider Works,Red Barn Farm Style Cider,New World Cider,
2013,🥈 SILVER,BlackBird Cider Works,BlackBird New England Cider,New England Cider,
2013,🥈 SILVER,BlackBird Cider Works,Classic Wood Aged Cider,Wood Aged Cider and Perry,
2013,🥈 SILVER,BlackBird Cider Works,Organic Dry Cider,New World Cider,
2013,🥈 SILVER,BlackBird Cider Works,Organic Sweet Cider,New World Cider,
2013,🥉 BRONZE,BlackBird Cider Works,Dabinett English Style Cider,English Cider,
2013,🥉 BRONZE,BlackBird Cider Works,Organic Semi Sweet ,New World Cider,
2012,🥈 SILVER,BlackBird Cider Works,Dabinett Cider,English Cider,
2012,🥉 BRONZE,BlackBird Cider Works,Organic Oak Aged Cider,Wood Aged Cider and Perry,
2023,🥈 SILVER,Blackgrass Ciderworks,5 Spiced Blöd,Specialty Cider and Perry,
2023,🥉 BRONZE,Blackgrass Ciderworks,Blöd Appelsin,Fruit Cider,
2023,🥉 BRONZE,Blackgrass Ciderworks,Cin to Win,Botanical Cider,
2023,🥉 BRONZE,Blackgrass Ciderworks,Spicy Fineapple,Specialty Cider and Perry,
2022,🥈 SILVER,Blackgrass Ciderworks,Dready Cida,Heritage Cider - Dry,
2022,🥈 SILVER,Blackgrass Ciderworks,Rose,Rosé Cider,
2022,🥉 BRONZE,Blackgrass Ciderworks,Blah Blah Burst,Fruit Cider,
2022,🥉 BRONZE,Blackgrass Ciderworks,Fineapple Cider,Fruit Cider,
2021,🥈 SILVER,Blackgrass Ciderworks,Cin to Win,Botanical Cider,
2021,🥈 SILVER,Blackgrass Ciderworks,Fineapple,Fruit Cider,
2021,🥈 SILVER,Blackgrass Ciderworks,Northern Spy,Modern Cider - Dry,
2021,🥈 SILVER,Blackgrass Ciderworks,Rose,Rosé Cider,
2021,🥉 BRONZE,Blackgrass Ciderworks,Boxcar,Spirits,
2021,🥉 BRONZE,Blackgrass Ciderworks,Cheap Cran Cherryokee,Fruit Cider,
2021,🥉 BRONZE,Blackgrass Ciderworks,Dready Cida,Heritage Cider - Dry,
2021,🥉 BRONZE,Blackgrass Ciderworks,Gin and Jvice,Wood Aged Specialty Cider,
2021,🥉 BRONZE,Blackgrass Ciderworks,Hippity Hop Hops,Hopped Cider,
2021,🥉 BRONZE,Blackgrass Ciderworks,Jvice,Fruit Cider,
2021,🥉 BRONZE,Blackgrass Ciderworks,Porters Pick,Modern Cider - Dry,
2019,🥈 SILVER,Blackman Cider Co.,Homestead Hops,Hopped Cider,
2019,🥈 SILVER,Blackman Cider Co.,Old Orchard Select,Heritage Cider - Sweet,
2019,🥉 BRONZE,Blackman Cider Co.,Spitzenburg & Quince,Specialty Cider and Perry,
2019,🥉 BRONZE,Blackman Cider Co.,Spitzenburg & Saperavi,Specialty Cider and Perry,
2012,🥈 SILVER,Blacksmiths Winery,Fatty Bampkins Hard Cider,New World Cider,
2012,🥉 BRONZE,Blacksmiths Winery,Fatty Bampkins Dry Cider,New World Cider,
2023,🥇 GOLD,Blake's Hard Cider Co.,Blake's Original,Modern Cider - Sweet,
2023,🥇 GOLD,Blake's Hard Cider Co.,Gold Rush,Heritage Cider - Dry,
2023,🥇 GOLD,Blake's Hard Cider Co.,Orchard Reserve,Modern Cider - Sweet,
2023,🥈 SILVER,Blake's Hard Cider Co.,American Apple,Modern Cider - Sweet,
2023,🥈 SILVER,Blake's Hard Cider Co.,El Chavo,Specialty Cider and Perry,
2023,🥈 SILVER,Blake's Hard Cider Co.,Hopricot,Specialty Cider and Perry,
2023,🥈 SILVER,Blake's Hard Cider Co.,Strawberry Zen,Specialty Cider and Perry,
2023,🥈 SILVER,Blake's Hard Cider Co.,Tropicolada,Fruit Cider,
2023,🥉 BRONZE,Blake's Hard Cider Co.,Grand Cherry,Unlimited Cider and Perry,
2023,🥉 BRONZE,Blake's Hard Cider Co.,Heat Seeker,Specialty Cider and Perry,
2023,🥉 BRONZE,Blake's Hard Cider Co.,Peach Party,Fruit Cider,
2023,🥉 BRONZE,Blake's Hard Cider Co.,Triple Jam,Fruit Cider,
2022,🥇 GOLD,Blake's Hard Cider Co.,Apple Pie,Botanical Cider,
2022,🥇 GOLD,Blake's Hard Cider Co.,McGill's Cider,Modern Cider - Dry,
2022,🥇 GOLD,Blake's Hard Cider Co.,Strawberry Jalapeno,Specialty Cider and Perry,
2022,🥈 SILVER,Blake's Hard Cider Co.,Apple Lantern,Botanical Cider,
2022,🥈 SILVER,Blake's Hard Cider Co.,Cheri Cordial,Specialty Cider and Perry,
2022,🥈 SILVER,Blake's Hard Cider Co.,Estate,Modern Cider - Dry,
2022,🥈 SILVER,Blake's Hard Cider Co.,Flannel Mouth,Modern Cider - Sweet,
2022,🥈 SILVER,Blake's Hard Cider Co.,Imperial Gold,Specialty Cider and Perry,
2022,🥈 SILVER,Blake's Hard Cider Co.,Paloma,Specialty Cider and Perry,
2022,🥈 SILVER,Blake's Hard Cider Co.,Peach,Fruit Cider,
2022,🥈 SILVER,Blake's Hard Cider Co.,Sir Lushington,Wood Aged Specialty Cider,
2022,🥈 SILVER,Blake's Hard Cider Co.,Tropical Passionfruit,Fruit Cider,
2022,🥈 SILVER,Blake's Hard Cider Co.,Tropical Pineapple,Fruit Cider,
2022,🥈 SILVER,Blake's Hard Cider Co.,Wild Blueberry,Wood Aged Specialty Cider,
2022,🥉 BRONZE,Blake's Hard Cider Co.,Hard Apple,Modern Cider - Sweet,
2022,🥉 BRONZE,Blake's Hard Cider Co.,UK Style Dry,Traditional Cider - Dry,
2021,🏆 BEST IN CLASS,Blake's Hard Cider Co.,Imperial Gold,Specialty Cider and Perry,2nd Place
2021,🥈 SILVER,Blake's Hard Cider Co.,Amshire,Ice Cider,
2021,🥈 SILVER,Blake's Hard Cider Co.,El Chavo,Specialty Cider and Perry,
2021,🥈 SILVER,Blake's Hard Cider Co.,Estate,Natural Cider,
2021,🥈 SILVER,Blake's Hard Cider Co.,Sante,Specialty Cider and Perry,
2021,🥈 SILVER,Blake's Hard Cider Co.,Sidra,Natural Cider,
2021,🥈 SILVER,Blake's Hard Cider Co.,Sunday Preyers,Botanical Cider,
2021,🥈 SILVER,Blake's Hard Cider Co.,Triple Jam,Fruit Cider,
2021,🥉 BRONZE,Blake's Hard Cider Co.,Grizzly Pear,Specialty Cider and Perry,
2021,🥉 BRONZE,Blake's Hard Cider Co.,Strawberry Lemonade,Fruit Cider,
2019,🥇 GOLD,Blake's Hard Cider Co.,El Chapo,Wood Aged Specialty Cider,
2019,🥇 GOLD,Blake's Hard Cider Co.,El Chavo,Specialty Cider and Perry,
2019,🥈 SILVER,Blake's Hard Cider Co.,Flannel Mouth,Modern Cider - Sweet,
2019,🥈 SILVER,Blake's Hard Cider Co.,Grizzly Pear,Specialty Cider and Perry,
2019,🥈 SILVER,Blake's Hard Cider Co.,Traffic Jam,Fruit Cider,
2019,🥈 SILVER,Blake's Hard Cider Co.,Wild Blueberry,Wood Aged Specialty Cider,
2019,🥉 BRONZE,Blake's Hard Cider Co.,Beard Bender,Wood Aged Cider,
2018,🥈 SILVER,Blake's Hard Cider Co.,Great Blakes,Spiced Cider,
2018,🥈 SILVER,Blake's Hard Cider Co.,Sante,Modern Cider - Dry,
2018,🥉 BRONZE,Blake's Hard Cider Co.,El Cid,Natural Cider,
2018,🥉 BRONZE,Blake's Hard Cider Co.,Grizzly Pear,Specialty Cider and Perry,
2018,🥉 BRONZE,Blake's Hard Cider Co.,Tonic,Spiced Cider,
2018,🥉 BRONZE,Blake's Hard Cider Co.,Wild Nova,Fruit Cider,
2017,🥇 GOLD,Blake's Hard Cider Co.,Archimedes,Fruit Cider,
2017,🥈 SILVER,Blake's Hard Cider Co.,Beard Bender,Modern Cider - Dry,
2017,🥉 BRONZE,Blake's Hard Cider Co.,Santé,Heritage Cider - Dry,
2016,🥉 BRONZE,Blake's Hard Cider Co.,Amshire,Ice Cider,
2016,🥉 BRONZE,Blake's Hard Cider Co.,El Chavo,Specialty Cider and Perry,
2016,🥉 BRONZE,Blake's Hard Cider Co.,Sante,Modern Cider,
2016,🥉 BRONZE,Blake's Hard Cider Co.,Snapdragon,Fruit Cider,
2016,🥉 BRONZE,Blake's Hard Cider Co.,Tonic,Specialty Cider and Perry,
2016,🥉 BRONZE,Blake's Hard Cider Co.,Wakefire,Fruit Cider,
2015,🥇 GOLD,Blake's Hard Cider Co.,Cyser,Specialty Cider and Perry,
2015,🥈 SILVER,Blake's Hard Cider Co.,Catawompus,Hopped/Herbal Cider,
2015,🥉 BRONZE,Blake's Hard Cider Co.,Chapeau Brun,French Cider,
2014,🥉 BRONZE,Blake's Hard Cider Co.,Beard Bender,English Cider,
2014,🥉 BRONZE,Blake's Hard Cider Co.,Catawompus,Specialty Cider and Perry,
2019,🥉 BRONZE,Blindwood Cider,Ginger Peppercorn,Spiced Cider,
2023,🥈 SILVER,Bløm Meadworks,Absinthe Cider,Botanical Cider,
2023,🥈 SILVER,Bløm Meadworks,Perry Saison,Specialty Cider and Perry,
2022,🥉 BRONZE,Bløm Meadworks,Perry Saison,Modern Perry,
2021,🥈 SILVER,Bløm Meadworks,Dry 2020,Heritage Cider - Dry,
2021,🥈 SILVER,Bløm Meadworks,Pear Ginger Cider,Botanical Cider,
2021,🥈 SILVER,Bløm Meadworks,Tart Cider,Modern Cider - Dry,
2023,🥈 SILVER,Blossom Barn Cidery,Passion Perry,Fruit Cider,
2023,🥈 SILVER,Blossom Barn Cidery,Rogue Valley Perry,Modern Perry,
2023,🥉 BRONZE,Blossom Barn Cidery,Cider Apple Perry,Modern Perry,
2022,🥈 SILVER,Blossom Barn Cidery,Cherry Perry,Specialty Cider and Perry,
2022,🥉 BRONZE,Blossom Barn Cidery,Front Porch Perry,Modern Perry,
2021,🥉 BRONZE,Blossom Barn Cidery,Rogue Valley Perry,Wood Aged Cider,
2007,HM,Blossomwood Cidery,Laughing Pig Perry,New World Perry,
2022,🥈 SILVER,Blue Bee Cider,Rocky Ridge Reserve,Wood Aged Cider,
2022,🥉 BRONZE,Blue Bee Cider,Hops Addition,Hopped Cider,
2019,🥈 SILVER,Blue Bee Cider,Harrison,Heritage Cider - Dry,
2019,🥈 SILVER,Blue Bee Cider,Harvest Ration,Fortified Cider,
2019,🥈 SILVER,Blue Bee Cider,Hewe's Crabb,Heritage Cider - Dry,
2014,🥈 SILVER,Blue Bee Cider,Aragon 1904,New World Cider,
2014,🥈 SILVER,Blue Bee Cider,Harvest Ration,Pommeau,
2014,🥉 BRONZE,Blue Bee Cider,Charred Ordinary,English Cider,
2014,🥉 BRONZE,Blue Bee Cider,Hopsap Shandy,Specialty Cider and Perry,
2014,🥉 BRONZE,Blue Bee Cider,Mill Race Bramble,Fruit Cider,
2023,🥈 SILVER,Blue Moon Winery & Ciderworx,Apple Blueberry Cider,Fruit Cider,
2023,🥈 SILVER,Blue Moon Winery & Ciderworx,Apple Cider,Modern Cider - Dry,
2023,🥈 SILVER,Blue Moon Winery & Ciderworx,Apple Ginger,Botanical Cider,
2023,🥈 SILVER,Blue Moon Winery & Ciderworx,Apple Pear Cider,Fruit Cider,
2023,🥈 SILVER,Blue Moon Winery & Ciderworx,Apple Quince Cider,Fruit Cider,
2023,🥈 SILVER,Blue Moon Winery & Ciderworx,Ginger Perry Cider,Specialty Cider and Perry,
2023,🥈 SILVER,Blue Moon Winery & Ciderworx,Polaris Ice Cider,Fortified Cider,
2023,🥈 SILVER,Blue Moon Winery & Ciderworx,Ragged Ass Road,Specialty Cider and Perry,
2023,🥈 SILVER,Blue Moon Winery & Ciderworx,"Raven's Moon Lemon Peel, Hibiscus, Mint",Botanical Cider,
2023,🥈 SILVER,Blue Moon Winery & Ciderworx,Sirius,Unlimited Cider and Perry,
2023,🥉 BRONZE,Blue Moon Winery & Ciderworx,Apple Raspberry,Fruit Cider,
2023,🥉 BRONZE,Blue Moon Winery & Ciderworx,Moon Shine,Unlimited Cider and Perry,
2023,🥉 BRONZE,Blue Moon Winery & Ciderworx,Tea Time,Botanical Cider,
2023,🥉 BRONZE,Blue Moon Winery & Ciderworx,West Coast Chai Apple Cider,Botanical Cider,
2022,🥈 SILVER,Blue Moon Winery & Ciderworx,Apple Cider,Modern Cider - Dry,
2022,🥈 SILVER,Blue Moon Winery & Ciderworx,Asian Pear Cider,Modern Perry,
2022,🥈 SILVER,Blue Moon Winery & Ciderworx,Crabby Pants Cider,Modern Cider - Dry,
2022,🥈 SILVER,Blue Moon Winery & Ciderworx,Ginger Apple,Botanical Cider,
2022,🥈 SILVER,Blue Moon Winery & Ciderworx,Ragged Ass Road Cider,Specialty Cider and Perry,
2022,🥈 SILVER,Blue Moon Winery & Ciderworx,Tayberry Apple Cider,Fruit Cider,
2022,🥈 SILVER,Blue Moon Winery & Ciderworx,Tea Time Cider,Botanical Cider,
2022,🥉 BRONZE,Blue Moon Winery & Ciderworx,Blackberry Apple Cider,Fruit Cider,
2022,🥉 BRONZE,Blue Moon Winery & Ciderworx,Cider & Black Cider,Fruit Cider,
2022,🥉 BRONZE,Blue Moon Winery & Ciderworx,Raspberry Apple Cider,Fruit Cider,
2022,🥉 BRONZE,Blue Moon Winery & Ciderworx,West Coast Chai Apple Cider,Botanical Cider,
2021,🥇 GOLD,Blue Moon Winery & Ciderworx,Ravens Moon Ginger Apple Cider,Botanical Cider,
2021,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Apple Blueberry Cider,Fruit Cider,
2021,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Apple Cider,Heritage Cider - Dry,
2021,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Apple Pear Cider,Fruit Cider,
2021,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Apple Quince Cider,Fruit Cider,
2021,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Apple Raspberry Cider,Fruit Cider,
2021,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Asian Pear Cider,Modern Perry,
2021,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Cider & Black,Fruit Cider,
2021,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Crabby Pants Cider,Modern Cider - Dry,
2021,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Polaris,Fortified Cider,
2021,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Ragged Ass Road Cider,Specialty Cider and Perry,
2021,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Tayberry Cider,Fruit Cider,
2021,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Tea Time Cider,Botanical Cider,
2021,🥉 BRONZE,Blue Moon Winery & Ciderworx,Ravens Moon West Coast Chai Cider,Botanical Cider,
2019,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Dry Hopped Plum,Specialty Cider and Perry,
2019,🥈 SILVER,Blue Moon Winery & Ciderworx,Ravens Moon Tea Time,Spiced Cider,
2019,🥉 BRONZE,Blue Moon Winery & Ciderworx,Ravens Moon Apple Pear,Fruit Cider,
2019,🥉 BRONZE,Blue Moon Winery & Ciderworx,Ravens Moon Cider & Black,Fruit Cider,
2019,🥉 BRONZE,Blue Moon Winery & Ciderworx,Ravens Moon West Coast Chai,Spiced Cider,
2018,🥈 SILVER,Blue Moon Winery & Ciderworx,Raven's Moon - The Wayward Order Cider,Spiced Cider,
2018,🥉 BRONZE,Blue Moon Winery & Ciderworx,Raven's Moon Apple Cider,Heritage Cider - Dry,
2018,🥉 BRONZE,Blue Moon Winery & Ciderworx,Raven's Moon Asian Pear,Modern Perry,
2018,🥉 BRONZE,Blue Moon Winery & Ciderworx,Raven's Moon Ragged Ass Road Cider,Specialty Cider and Perry,
2018,🥉 BRONZE,Blue Moon Winery & Ciderworx,Raven's Moon Star Cider,Spiced Cider,
2021,🥉 BRONZE,Blue Ox Cider,Ginger Cider,Botanical Cider,
2023,🥉 BRONZE,Blue Toad Hard Cider,Black Cherry,Fruit Cider,
2023,🥉 BRONZE,Blue Toad Hard Cider,Flower City Lilac,Botanical Cider,
2022,🥈 SILVER,Blue Toad Hard Cider,Cranny Appleton,Specialty Cider and Perry,
2022,🥈 SILVER,Blue Toad Hard Cider,Flower City Lilac,Botanical Cider,
2022,🥈 SILVER,Blue Toad Hard Cider,Paddy Green,Modern Cider - Dry,
2022,🥉 BRONZE,Blue Toad Hard Cider,Ginger Gold Blackberry,Fruit Cider,
2022,🥉 BRONZE,Blue Toad Hard Cider,Golden Kiwi Hard Cider,Fruit Cider,
2021,🥇 GOLD,Blue Toad Hard Cider,Silverback Distillery Bourbon Peach Barrel Aged,Wood Aged Specialty Cider,
2021,🥈 SILVER,Blue Toad Hard Cider,Blue Ridge Blonde,Modern Cider - Sweet,
2021,🥉 BRONZE,Blue Toad Hard Cider,Blackberry Granny Light,Fruit Cider,
2021,🥉 BRONZE,Blue Toad Hard Cider,Paddy Green,Modern Cider - Dry,
2021,🥉 BRONZE,Blue Toad Hard Cider,Ring of Fire,Fruit Cider,
2019,🥈 SILVER,Blue Toad Hard Cider,Blue Ridge Blonde,Modern Cider - Sweet,
2019,🥈 SILVER,Blue Toad Hard Cider,Paddy Green,Modern Cider - Dry,
2019,🥉 BRONZE,Blue Toad Hard Cider,Flower City Lilac,Spiced Cider,
2018,🥇 GOLD,Blue Toad Hard Cider,Paddy Green Hard Cider,Modern Cider - Dry,
2018,🥉 BRONZE,Blue Toad Hard Cider,Blueberry Hard Cider,Fruit Cider,
2018,🥉 BRONZE,Blue Toad Hard Cider,Flower City Lilac,Spiced Cider,
2018,🥉 BRONZE,Blue Toad Hard Cider,Ginger Ale Infused Amber Batch #1,Specialty Cider and Perry,
2017,🏆 BEST IN CLASS,Blue Toad Hard Cider,ROC Hard Amber,Modern Cider - Sweet,2nd Place
2017,🥉 BRONZE,Blue Toad Hard Cider,APA (American Pressed Apple) Hopped Cider,Hopped Cider,
2018,🥉 BRONZE,Blueberry Hill Estates,Fighter Cider,Fruit Cider,
2018,🥉 BRONZE,Blueberry Hill Estates,Lakeside Cider,Modern Cider - Sweet,
2018,🥉 BRONZE,Blueberry Hill Estates,Old Grizzly Cider,Wood Aged Cider,
2016,🥉 BRONZE,Blueberry Hill Estates,Fighter Cider,Fruit Cider,
2023,🥇 GOLD,Bold Rock Hard Cider (Mills River),IPA,Hopped Cider,
2023,🥈 SILVER,Bold Rock Hard Cider (Mills River),Apple,Modern Cider - Sweet,
2023,🥈 SILVER,Bold Rock Hard Cider (Mills River),Imperial Cider,Specialty Cider and Perry,
2023,🥈 SILVER,Bold Rock Hard Cider (Mills River),Pineapple,Fruit Cider,
2023,🥈 SILVER,Bold Rock Hard Cider (Mills River),Premium Dry,Modern Cider - Sweet,
2019,🏆 BEST IN CLASS,Bold Rock Hard Cider (Mills River),Carolina Apple,Unlimited Cider and Perry,2nd Place
2019,🥇 GOLD,Bold Rock Hard Cider (Mills River),IPA,Hopped Cider,
2019,🥇 GOLD,Bold Rock Hard Cider (Mills River),Pearadise IPA,Specialty Cider and Perry,
2019,🥈 SILVER,Bold Rock Hard Cider (Mills River),Barrel 78,Fortified Cider,
2019,🥈 SILVER,Bold Rock Hard Cider (Mills River),Blackberry,Fruit Cider,
2019,🥈 SILVER,Bold Rock Hard Cider (Mills River),Carolina Draft,Unlimited Cider and Perry,
2019,🥈 SILVER,Bold Rock Hard Cider (Mills River),Roast,Spiced Cider,
2019,🥉 BRONZE,Bold Rock Hard Cider (Mills River),Crimson Ridge Vintage Dry,Modern Cider - Dry,
2019,🥉 BRONZE,Bold Rock Hard Cider (Mills River),Reaper,Spiced Cider,
2018,🥈 SILVER,Bold Rock Hard Cider (Mills River),Carolina Draft,Unlimited Cider and Perry,
2018,🥈 SILVER,Bold Rock Hard Cider (Mills River),IPA,Hopped Cider,
2018,🥈 SILVER,Bold Rock Hard Cider (Mills River),Pearadise IPA,Specialty Cider and Perry,
2018,🥈 SILVER,Bold Rock Hard Cider (Mills River),Premium Dry,Unlimited Cider and Perry,
2018,🥈 SILVER,Bold Rock Hard Cider (Mills River),Virginia Apple,Unlimited Cider and Perry,
2018,🥈 SILVER,Bold Rock Hard Cider (Mills River),Virginia Draft,Unlimited Cider and Perry,
2018,🥉 BRONZE,Bold Rock Hard Cider (Mills River),Carolina Apple,Unlimited Cider and Perry,
2017,🥇 GOLD,Bold Rock Hard Cider (Mills River),Peach,Fruit Cider,
2017,🥈 SILVER,Bold Rock Hard Cider (Mills River),IPA,Hopped Cider,
2017,🥈 SILVER,Bold Rock Hard Cider (Mills River),Wild Cherry,Fruit Cider,
2017,🥉 BRONZE,Bold Rock Hard Cider (Mills River),Carolina Apple,Unlimited Cider and Perry,
2017,🥉 BRONZE,Bold Rock Hard Cider (Mills River),Carolina Draft,Unlimited Cider and Perry,
2017,🥉 BRONZE,Bold Rock Hard Cider (Mills River),Citrus,Fruit Cider,
2017,🥉 BRONZE,Bold Rock Hard Cider (Mills River),Crimson Ridge Vat #1,Unlimited Cider and Perry,
2017,🥉 BRONZE,Bold Rock Hard Cider (Mills River),Crimson Ridge Vintage Dry,Unlimited Cider and Perry,
2017,🥉 BRONZE,Bold Rock Hard Cider (Mills River),Premium Dry,Unlimited Cider and Perry,
2017,🥉 BRONZE,Bold Rock Hard Cider (Mills River),Virginia Apple,Unlimited Cider and Perry,
2016,🥈 SILVER,Bold Rock Hard Cider (Mills River),Carolina Apple,Unlimited Cider and Perry,
2016,🥈 SILVER,Bold Rock Hard Cider (Mills River),Carolina Draft,Unlimited Cider and Perry,
