Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,First,Last,Years,City,State_Province,Country,Status,Results,URL,Google,Latitude,Longitude
Craigies Cider,0,0,0,1,1,2015,2015,1,Bagenalstown,Carlow,Ireland,Active,https://ciderguide.com/craigies-cider/,https://craigiescider.ie/,https://maps.google.com/?cid=15929028342107779755,52.6971962,-6.9762235
Dan Kelly's Cider,0,0,0,1,1,2015,2015,1,Drogheda,Louth,Ireland,Active,https://ciderguide.com/dan-kellys-cider/,https://dankellyscider.com/,https://goo.gl/maps/ecWYQw42trgsqCa26,53.7063533,-6.3223204
Downeast Cider House,0,0,0,1,1,2012,2012,1,Charlestown,Massachusetts,United States,Active,https://ciderguide.com/downeast-cider-house/,http://downeastcider.com/,https://maps.google.com/?cid=7019685646770059533,42.382701,-71.050492
Duntroon Cyder House,0,0,0,1,1,2015,2015,1,Duntroon,Ontario,Canada,Active,https://ciderguide.com/duntroon-cyder-house/,http://duntrooncyderhouse.com/,https://maps.google.com/?cid=64bcac1176cdd7a9,44.410816,-80.196816
East End Brewing Company,0,0,0,1,1,2022,2022,1,Pittsburgh,Pennsylvania,United States,Active,https://ciderguide.com/east-end-brewing-company/,https://www.eastendbrewing.com/,https://maps.google.com/?cid=4597238954397141609,40.4592101,-79.91171
Eva Group,0,0,0,1,1,2016,2016,1,Lekunberri,Navarre,Spain,Active,https://ciderguide.com/eva-group/,https://www.evasa.com/,https://www.google.com/maps?cid=546948451257487120,43.0042839,-1.91068
F.H. Prager,0,0,0,1,1,2016,2016,1,Zbraslav,Prague,Czechia,Active,https://ciderguide.com/f-h-prager/,https://fhprager.cz/,https://maps.google.com/?cid=5646652119245236581,49.9773812,14.3938187
Farm & Cidery Kaneshige,0,0,0,1,1,2022,2022,1,Shimojō,Nagano,Japan,Active,https://ciderguide.com/farm-cidery-kaneshige/,https://www.kaneshige.jp/,https://maps.google.com/?cid=16274463510556174655,35.4001414,137.7568105
Farm Club,0,0,0,1,1,2023,2023,1,Traverse City,Michigan,United States,Active,https://ciderguide.com/farm-club/,https://www.farmclubtc.com/,https://maps.google.com/?cid=8210990554858898190,44.8331931,-85.6898661
French Road Cellars,0,0,0,1,1,2011,2011,1,Lake Leelenau,Michigan,United States,Active,https://ciderguide.com/french-road-cellars/,https://www.facebook.com/people/French-Road-Cellars/100000891320821,https://maps.google.com/?cid=8940085964303700205,44.9473982,-85.7551357
Friendly Noise,0,0,0,1,1,2023,2023,1,Los Angeles,California,United States,Active,https://ciderguide.com/friendly-noise/,https://friendlynoise.com/,,34.0522342,-118.2436849
Hard Way Cider Co.,0,0,0,1,1,2019,2019,1,Kingston,Ontario,Canada,Active,https://ciderguide.com/hard-way-cider-co/,https://www.hardwaycider.com/,https://maps.google.com/?cid=5676879976146727731,44.241888,-76.5736795
Heartland Ciderworks,0,0,0,1,1,2023,2023,1,Rickreall,Oregon,United States,Active,https://ciderguide.com/heartland-ciderworks/,https://www.instagram.com/heartland_ciderworks/,,44.9264472,-123.2292953
Hideout Brewing Company,0,0,0,1,1,2009,2009,1,Grand Rapids,Michigan,United States,Inactive,https://ciderguide.com/hideout-brewing-company/,,,43.0179127,-85.6308116
Long View Ciderhouse,0,0,0,1,1,2023,2023,1,Southington,Connecticut,United States,Active,https://ciderguide.com/long-view-ciderhouse/,https://www.longviewcider.com/,https://www.google.com/maps?cid=6305409962970670771,41.6365031,-72.8386701
Longueville House,0,0,0,1,1,2015,2015,1,Mallow,Cork,Ireland,Active,https://ciderguide.com/longueville-house/,http://www.longuevillehouse.ie/,https://maps.google.com/?cid=5224027865172259654,52.1385965,-8.6462977
Malicious Spirits,0,0,0,1,1,2018,2018,1,Manistee,Michigan,United States,Inactive,https://ciderguide.com/malicious-spirits/,,,44.2126394,-86.2616291
Mori-yama-en,0,0,0,1,1,2022,2022,1,Hirosaki,Aomori,Japan,Active,https://ciderguide.com/mori-yama-en/,https://moriyamaen.jp/,https://maps.google.com/?cid=6588999777049915253,40.5869073,140.4570299
No Boats On Sunday,0,0,0,1,1,2017,2017,1,Truro,Nova Scotia,Canada,Active,https://ciderguide.com/no-boats-on-sunday/,http://www.noboatscider.com/,https://maps.google.com/?ftid=0x4b594fcf093b81a7:0x3896ccf871a7b76e,45.365773,-63.286941
Rebel Seed Cidery,0,0,0,1,1,2016,2016,1,Marydel,Delaware,United States,Active,https://ciderguide.com/rebel-seed-cidery/,https://www.facebook.com/RebelSeedCider/,https://maps.google.com/?cid=7067059753674240387,39.083683,-75.742472
Red Door Brewing Company,0,0,0,1,1,2019,2019,1,Albuquerque,New Mexico,United States,Active,https://ciderguide.com/red-door-brewing-company/,http://reddoorbrewing.com/,https://maps.google.com/?cid=1847811764548702029,35.0848892,-106.6532389
Sanctuary Spirits,0,0,0,1,1,2014,2014,1,Grand Ledge,Michigan,United States,Active,https://ciderguide.com/sanctuary-spirits/,https://www.sanctuaryspirits.com/,https://maps.google.com/?cid=16808971529887652729,42.7404054,-84.7354777
Santa Fe Cider Works,0,0,0,1,1,2015,2015,1,Santa Fe,New Mexico,United States,Inactive,https://ciderguide.com/santa-fe-cider-works/,,,35.637686,-106.025024
Sidra Castañón,0,0,0,1,1,2013,2013,1,Quintueles,Villaviciosa,Spain,Active,https://ciderguide.com/sidra-castanon/,http://www.sidracastanon.com/,https://maps.google.com/?cid=3082307260151948865,43.5144271,-5.5691788
Sidra Menéndez,0,0,0,1,1,2013,2013,1,Fano,Gijón,Spain,Active,https://ciderguide.com/sidra-menendez/,https://www.sidramenendez.com/,https://maps.google.com/?cid=17564685525851225222,43.4612103,-5.6209813
Sulker's Cider,0,0,0,1,1,2017,2017,1,Newmarket,Ontario,Canada,Inactive,https://ciderguide.com/sulkers-cider/,,,44.055902,-79.3909169
Sully's Cider,0,0,0,1,1,2014,2014,1,Reidsdale,New South Wales,Australia,Active,https://ciderguide.com/sullys-cider/,https://www.braidwoodmade.com.au/,https://www.google.com/maps?cid=15769259423179665592,-35.5730387,149.8488755
Summerland Heritage Cider Company,0,0,0,1,1,2013,2013,1,Summerland,British Columbia,Canada,Active,https://ciderguide.com/summerland-heritage-cider-company/,http://www.summerlandcider.com/,https://goo.gl/maps/1mXsBm9g5Mm,49.571672,-119.636982
The Cider Mill Slane,0,0,0,1,1,2014,2014,1,Slane,Meath,Ireland,Active,https://ciderguide.com/the-cider-mill-slane/,http://cockagee.ie/,https://maps.google.com/?cid=14640349583461390741,53.7129257,-6.6236699
The Hills Cider Company,0,0,0,1,1,2014,2014,1,North Adelaide,South Australia,Australia,Active,https://ciderguide.com/the-hills-cider-company/,http://www.thehillscidercompany.com.au/,https://maps.google.com/?cid=40048064327732560,-34.9062759,138.5941616
The New Frontier Cider Company,0,0,0,1,1,2019,2019,1,Seville,Ohio,United States,Inactive,https://ciderguide.com/the-new-frontier-cider-company/,,,41.04744,-81.850545
Three Brothers Wineries & Estates,0,0,0,1,1,2015,2015,1,Geneva,New York,United States,Active,https://ciderguide.com/three-brothers-wineries-estates/,http://www.3brotherswinery.com/,https://maps.google.com/?cid=14242304132257134000,42.820685,-76.926299
Trubacheevka,0,0,0,1,1,2023,2023,1,Trubacheyevka,,Russia,Active,https://ciderguide.com/trubacheevka/,http://plbb.ru/,,55.646393,37.1704977
Unibroue,0,0,0,1,1,2005,2005,1,Chambly,Quebec,Canada,Inactive,https://ciderguide.com/unibroue/,,,45.4412746,-73.2614007
Vines & Rushes Winery,0,0,0,1,1,2014,2014,1,Ripon,Wisconsin,United States,Active,https://ciderguide.com/vines-rushes-winery/,http://vinesandrushes.com/,https://maps.google.com/?cid=12762340411071091355,43.906003,-88.839949
Westview Orchards & Winery,0,0,0,1,1,2019,2019,1,Washington,Michigan,United States,Active,https://ciderguide.com/westview-orchards-winery/,https://www.westviewproduce.com/,https://maps.google.com/?cid=15618716970399132431,42.772653,-83.018539
Working Hands Fermentation,0,0,0,1,1,2017,2017,1,Hood River,Oregon,United States,Active,https://ciderguide.com/working-hands-fermentation/,https://www.workinghandsfermentation.com/,https://www.google.com/maps?cid=5832524138589986526,45.7024656,-121.5233966
XO Alambic,0,0,0,1,1,2019,2019,1,Dayton,Washington,United States,Inactive,https://ciderguide.com/xo-alambic/,,,46.3100847,-117.9976091
Yahara Bay Distillery,0,0,0,1,1,2011,2011,1,Madison,Wisconsin,United States,Active,https://ciderguide.com/yahara-bay-distillery/,https://yaharabay.com/,https://maps.google.com/?cid=8701529831545914795,43.0106427,-89.4784476
