Year_Old,Year,Medalist,Medalist_URL,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,URL
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Rhinegeist Brewery,"<a href=""https://ciderguide.com/glintcap/medalists/rhinegeist-brewery/"">Rhinegeist Brewery</a>",0,1,2,0,3,https://ciderguide.com/glintcap/medalists/rhinegeist-brewery/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Grey & Gold Cider,"<a href=""https://ciderguide.com/glintcap/medalists/grey-gold-cider/"">Grey & Gold Cider</a>",0,1,1,1,3,https://ciderguide.com/glintcap/medalists/grey-gold-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ragged Hill Cider,"<a href=""https://ciderguide.com/glintcap/medalists/ragged-hill-cider/"">Ragged Hill Cider</a>",0,1,1,1,3,https://ciderguide.com/glintcap/medalists/ragged-hill-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Cidrerie McKeown,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-mckeown/"">Cidrerie McKeown</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/cidrerie-mckeown/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Green Bench Brewing Co.,"<a href=""https://ciderguide.com/glintcap/medalists/green-bench-brewing-co/"">Green Bench Brewing Co.</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/green-bench-brewing-co/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Michigan Wine Company,"<a href=""https://ciderguide.com/glintcap/medalists/michigan-wine-company/"">Michigan Wine Company</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/michigan-wine-company/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Shiny Apple Cider,"<a href=""https://ciderguide.com/glintcap/medalists/shiny-apple-cider/"">Shiny Apple Cider</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/shiny-apple-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Bull City Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/bull-city-ciderworks/"">Bull City Ciderworks</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/bull-city-ciderworks/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Cambium Cider Co,"<a href=""https://ciderguide.com/glintcap/medalists/cambium-cider-co/"">Cambium Cider Co</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/cambium-cider-co/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Colorado Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/colorado-cider-company/"">Colorado Cider Company</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/colorado-cider-company/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Crossmount Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/crossmount-cider-company/"">Crossmount Cider Company</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/crossmount-cider-company/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Goat Rock Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/goat-rock-cider-company/"">Goat Rock Cider Company</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/goat-rock-cider-company/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Hazlitt 1852 Vineyards,"<a href=""https://ciderguide.com/glintcap/medalists/hazlitt-1852-vineyards/"">Hazlitt 1852 Vineyards</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/hazlitt-1852-vineyards/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Sunnycider,"<a href=""https://ciderguide.com/glintcap/medalists/sunnycider/"">Sunnycider</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/sunnycider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Wise Bird Cider,"<a href=""https://ciderguide.com/glintcap/medalists/wise-bird-cider/"">Wise Bird Cider</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/wise-bird-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Wölffer Estate Vineyard,"<a href=""https://ciderguide.com/glintcap/medalists/wolffer-estate-vineyard/"">Wölffer Estate Vineyard</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/wolffer-estate-vineyard/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ambrosia Orchard,"<a href=""https://ciderguide.com/glintcap/medalists/ambrosia-orchard/"">Ambrosia Orchard</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/ambrosia-orchard/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Brooker's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/brookers-cider/"">Brooker's Cider</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/brookers-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Brys Estate Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/brys-estate-ciderworks/"">Brys Estate Ciderworks</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/brys-estate-ciderworks/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Cider Corps,"<a href=""https://ciderguide.com/glintcap/medalists/cider-corps/"">Cider Corps</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/cider-corps/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Floribunda,"<a href=""https://ciderguide.com/glintcap/medalists/floribunda/"">Floribunda</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/floribunda/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ploughman Cider,"<a href=""https://ciderguide.com/glintcap/medalists/ploughman-cider/"">Ploughman Cider</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/ploughman-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Sidra Somarroza,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-somarroza/"">Sidra Somarroza</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/sidra-somarroza/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Spy Cider House and Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/spy-cider-house-and-distillery/"">Spy Cider House and Distillery</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/spy-cider-house-and-distillery/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",String Theory Cider,"<a href=""https://ciderguide.com/glintcap/medalists/string-theory-cider/"">String Theory Cider</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/string-theory-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Flat Rock Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/flat-rock-cider-company/"">Flat Rock Cider Company</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/flat-rock-cider-company/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Space Time Mead & Cider Works,"<a href=""https://ciderguide.com/glintcap/medalists/space-time-mead-cider-works/"">Space Time Mead & Cider Works</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/space-time-mead-cider-works/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Thornapple Brewing Company,"<a href=""https://ciderguide.com/glintcap/medalists/thornapple-brewing-company/"">Thornapple Brewing Company</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/thornapple-brewing-company/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Kristof Farms,"<a href=""https://ciderguide.com/glintcap/medalists/kristof-farms/"">Kristof Farms</a>",1,1,0,0,2,https://ciderguide.com/glintcap/medalists/kristof-farms/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Two K Farms,"<a href=""https://ciderguide.com/glintcap/medalists/two-k-farms/"">Two K Farms</a>",1,1,0,0,2,https://ciderguide.com/glintcap/medalists/two-k-farms/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",AeppelTreow Winery & Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",1,0,0,1,2,https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Covered Bridge Brewing,"<a href=""https://ciderguide.com/glintcap/medalists/covered-bridge-brewing/"">Covered Bridge Brewing</a>",0,1,1,0,2,https://ciderguide.com/glintcap/medalists/covered-bridge-brewing/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Etta Place Cider,"<a href=""https://ciderguide.com/glintcap/medalists/etta-place-cider/"">Etta Place Cider</a>",0,1,0,1,2,https://ciderguide.com/glintcap/medalists/etta-place-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Little Apple Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/little-apple-cidery/"">Little Apple Cidery</a>",0,1,0,1,2,https://ciderguide.com/glintcap/medalists/little-apple-cidery/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Subterranean Cider,"<a href=""https://ciderguide.com/glintcap/medalists/subterranean-cider/"">Subterranean Cider</a>",0,1,0,1,2,https://ciderguide.com/glintcap/medalists/subterranean-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Cascade Winery & Sierra Rose Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/cascade-winery-sierra-rose-ciders/"">Cascade Winery & Sierra Rose Ciders</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/cascade-winery-sierra-rose-ciders/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Market Garden Brewery,"<a href=""https://ciderguide.com/glintcap/medalists/market-garden-brewery/"">Market Garden Brewery</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/market-garden-brewery/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Minneapolis Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/minneapolis-cider-company/"">Minneapolis Cider Company</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/minneapolis-cider-company/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Spring Hill Cider Works,"<a href=""https://ciderguide.com/glintcap/medalists/spring-hill-cider-works/"">Spring Hill Cider Works</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/spring-hill-cider-works/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Black Bear Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/black-bear-cider-co/"">Black Bear Cider Co.</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/black-bear-cider-co/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Blossom Barn Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/blossom-barn-cidery/"">Blossom Barn Cidery</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/blossom-barn-cidery/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Blue Bee Cider,"<a href=""https://ciderguide.com/glintcap/medalists/blue-bee-cider/"">Blue Bee Cider</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/blue-bee-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Broken Brix,"<a href=""https://ciderguide.com/glintcap/medalists/broken-brix/"">Broken Brix</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/broken-brix/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ore Creek Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/ore-creek-craft-cider/"">Ore Creek Craft Cider</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/ore-creek-craft-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Spoke + Spy Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/spoke-spy-ciderworks/"">Spoke + Spy Ciderworks</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/spoke-spy-ciderworks/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Sutliff Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/sutliff-cider-company/"">Sutliff Cider Company</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/sutliff-cider-company/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Botanist & Barrel,"<a href=""https://ciderguide.com/glintcap/medalists/botanist-barrel/"">Botanist & Barrel</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/botanist-barrel/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ciderworks @ Story Tavern,"<a href=""https://ciderguide.com/glintcap/medalists/ciderworks-story-tavern/"">Ciderworks @ Story Tavern</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/ciderworks-story-tavern/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Tenmile Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/tenmile-cider-co/"">Tenmile Cider Co.</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/tenmile-cider-co/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",The Northman Beer & Cider Garden,"<a href=""https://ciderguide.com/glintcap/medalists/the-northman-beer-cider-garden/"">The Northman Beer & Cider Garden</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/the-northman-beer-cider-garden/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Kikusui Brewing Co.,"<a href=""https://ciderguide.com/glintcap/medalists/kikusui-brewing-co/"">Kikusui Brewing Co.</a>",0,1,0,0,1,https://ciderguide.com/glintcap/medalists/kikusui-brewing-co/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Chase Hill Cider,"<a href=""https://ciderguide.com/glintcap/medalists/chase-hill-cider/"">Chase Hill Cider</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/chase-hill-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Copper Crow Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/copper-crow-distillery/"">Copper Crow Distillery</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/copper-crow-distillery/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Docendo Discitur,"<a href=""https://ciderguide.com/glintcap/medalists/docendo-discitur/"">Docendo Discitur</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/docendo-discitur/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Flint City Hard Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/flint-city-hard-cider-co/"">Flint City Hard Cider Co.</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/flint-city-hard-cider-co/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Institut Agricole Régional,"<a href=""https://ciderguide.com/glintcap/medalists/institut-agricole-regional/"">Institut Agricole Régional</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/institut-agricole-regional/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Lassen Traditional Cider,"<a href=""https://ciderguide.com/glintcap/medalists/lassen-traditional-cider/"">Lassen Traditional Cider</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/lassen-traditional-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Melo Moon Cider,"<a href=""https://ciderguide.com/glintcap/medalists/melo-moon-cider/"">Melo Moon Cider</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/melo-moon-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Moss Vineyards,"<a href=""https://ciderguide.com/glintcap/medalists/moss-vineyards/"">Moss Vineyards</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/moss-vineyards/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Renaissance Orchards,"<a href=""https://ciderguide.com/glintcap/medalists/renaissance-orchards/"">Renaissance Orchards</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/renaissance-orchards/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Akiu Winery,"<a href=""https://ciderguide.com/glintcap/medalists/akiu-winery/"">Akiu Winery</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/akiu-winery/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Bee Well Mead & Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/"">Bee Well Mead & Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Bløm Meadworks,"<a href=""https://ciderguide.com/glintcap/medalists/blom-meadworks/"">Bløm Meadworks</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/blom-meadworks/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",East End Brewing Company,"<a href=""https://ciderguide.com/glintcap/medalists/east-end-brewing-company/"">East End Brewing Company</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/east-end-brewing-company/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Farm & Cidery Kaneshige,"<a href=""https://ciderguide.com/glintcap/medalists/farm-cidery-kaneshige/"">Farm & Cidery Kaneshige</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/farm-cidery-kaneshige/
2022,"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ferme Black Creek,"<a href=""https://ciderguide.com/glintcap/medalists/ferme-black-creek/"">Ferme Black Creek</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/ferme-black-creek/
