Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,First,Last,Years,Results,Website,Facebook,Instagram,Google,State_Province,Country,Status,Latitude,Longitude,Shortcode
Ciders from Mars,0,1,4,3,8,2022,2023,2,https://ciderguide.com/ciders-from-mars/,http://www.cidersfrommars.com/,https://www.facebook.com/Ciders-from-Mars-110810630535568/,https://www.instagram.com/cidersfrommars/,https://maps.google.com/?cid=15090690392104363674,Virginia,United States,Active,38.1474916,-79.0742591,ciders-from-mars
Five Maidens Cider Company,0,1,4,3,8,2023,2023,1,https://ciderguide.com/five-maidens-cider-company/,https://5mcider.com/,https://www.facebook.com/5MCider/,https://www.instagram.com/5mcider/,https://maps.google.com/?cid=17669165397330541520,Pennsylvania,United States,Active,40.6109554,-75.373349,five-maidens-cider-company
Mawby Vineyards,0,1,3,4,8,2016,2018,3,https://ciderguide.com/mawby-vineyards/,https://mawby.wine/,https://www.facebook.com/MAWBYwinery,https://www.instagram.com/mibubbly/,https://maps.google.com/?cid=2471409306317185463,Michigan,United States,Active,44.913676,-85.65229,mawby-vineyards
Dancing Cider Co.,0,1,3,4,8,2022,2022,1,https://ciderguide.com/dancing-cider-co/,http://www.dancingcider.com/,https://www.facebook.com/DancingCider/,https://www.instagram.com/dancingcider/,https://maps.google.com/?cid=7853675129819221848,North Chungcheong,South Korea,Active,37.0264162,127.8580113,dancing-cider-co
Ironwood Hard Cider,0,1,2,5,8,2016,2019,4,https://ciderguide.com/ironwood-hard-cider/,http://www.ironwoodcider.ca/,,,https://maps.google.com/?cid=5b211b40ee750902,Ontario,Canada,Active,43.252604,-79.120363,ironwood-hard-cider
Freewater Cider and Wine Company,0,1,2,5,8,2018,2021,3,https://ciderguide.com/freewater-cider-and-wine-company/,http://www.freewatercider.com/,,,https://maps.google.com/?cid=3598112635185277642,Oregon,United States,Active,45.942433,-118.389708,freewater-cider-and-wine-company
Santa Cruz Cider Co.,0,0,6,2,8,2017,2021,3,https://ciderguide.com/santa-cruz-cider-co/,http://www.santacruzciderco.com/,https://www.facebook.com/santacruzciderco/,https://www.instagram.com/santacruzciderco/,https://maps.google.com/?cid=16427348691643937890,California,United States,Active,36.959789,-122.048975,santa-cruz-cider-co
12 Bridge Ciderworks,0,0,6,2,8,2019,2021,2,https://ciderguide.com/12-bridge-ciderworks/,,,,,Oregon,United States,Inactive,45.326412,-122.580527,12-bridge-ciderworks
Kings Mill Cider,0,0,5,3,8,2018,2021,3,https://ciderguide.com/kings-mill-cider/,https://kingsmillcider.ca/,https://www.facebook.com/kingsmillcider/,https://www.instagram.com/kingsmillcider/,https://maps.google.com/?cid=10493408475817410055,Ontario,Canada,Active,44.335137,-77.616518,kings-mill-cider
Right Bee Cider,0,0,5,3,8,2018,2021,3,https://ciderguide.com/right-bee-cider/,http://www.rightbeecider.com/,https://www.facebook.com/rightbeecider/,https://www.instagram.com/rightbeecider/,https://maps.google.com/?cid=3785946038058251944,Illinois,United States,Active,41.914519,-87.736933,right-bee-cider
Junction Orchard & Cidery,0,0,4,4,8,2022,2023,2,https://ciderguide.com/junction-orchard-cidery/,https://www.junctionvictoria.com/,https://www.facebook.com/junctionvictoria,https://www.instagram.com/junctionvictoria/,https://maps.google.com/?cid=1598819234316229794,British Columbia,Canada,Active,48.5234471,-123.4370793,junction-orchard-cidery
Ploughman Cider,0,0,4,4,8,2019,2022,2,https://ciderguide.com/ploughman-cider/,http://ploughmancider.com/,https://www.facebook.com/PloughmanCider/,https://www.instagram.com/ploughmancider/,https://maps.google.com/?cid=2013585229631890349,Pennsylvania,United States,Active,39.98603,-77.297959,ploughman-cider
Botanist & Barrel,0,0,3,5,8,2019,2022,3,https://ciderguide.com/botanist-barrel/,https://www.botanistandbarrel.com/,,https://www.instagram.com/botanistandbarrel/,https://maps.google.com/?cid=1902463006194094884,North Carolina,United States,Active,36.216856,-79.179325,botanist-barrel
Serpentine Cider Miramar,0,0,3,5,8,2019,2023,2,https://ciderguide.com/serpentine-cider-miramar/,http://www.serpentinecider.com/,https://www.facebook.com/SerpentineCiderSD/,https://www.instagram.com/serpentine_cider/,https://maps.google.com/?cid=296132755660138594,California,United States,Active,32.895393,-117.137246,serpentine-cider-miramar
Cellarmen's,0,0,3,5,8,2016,2017,2,https://ciderguide.com/cellarmens/,,,,,Michigan,United States,Inactive,42.47091,-83.104109,cellarmens
Sidra Somarroza,0,0,2,6,8,2019,2022,3,https://ciderguide.com/sidra-somarroza/,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,Cantabria,Spain,Active,43.3529633,-3.9604843,sidra-somarroza
WildCraft Cider Works,0,0,2,6,8,2016,2017,2,https://ciderguide.com/wildcraft-cider-works/,https://wildcraftciderworks.com/,https://www.facebook.com/WildCraftCiderWorks/,https://www.instagram.com/wildcraftcider/,https://maps.google.com/?cid=15001881032430403771,Oregon,United States,Active,44.055602,-123.097306,wildcraft-cider-works
Western Cider,0,0,2,6,8,2018,2018,1,https://ciderguide.com/western-cider/,http://www.westerncider.com/,https://www.facebook.com/westerncider/,https://www.instagram.com/westerncider/,https://maps.google.com/?cid=14623261427414740204,Montana,United States,Active,46.876599,-114.014032,western-cider
Wild Cider,0,0,1,7,8,2014,2018,3,https://ciderguide.com/wild-cider/,http://wildcider.com/,https://www.facebook.com/wildciderco/,https://www.instagram.com/wildcider/,https://maps.google.com/?cid=17959127106154260964,Colorado,United States,Active,40.166464,-104.905465,wild-cider
Renaissance Orchards,2,1,2,2,7,2016,2022,5,https://ciderguide.com/renaissance-orchards/,https://renaissanceorchards.com/,https://www.facebook.com/RenaissanceOrchardsCider/,https://www.instagram.com/renaissanceorchards/,https://maps.google.com/?cid=8299199662211416163,Washington,United States,Active,48.834936,-122.640266,renaissance-orchards
Sidra Fanjul,2,0,4,1,7,2013,2019,6,https://ciderguide.com/sidra-fanjul/,https://www.sidrafanjul.com/,https://www.facebook.com/Sidra-Fanjul-216579291699190/,https://www.instagram.com/sidrafanjul/,https://maps.google.com/?cid=10647391104326148313,Asturias,Spain,Active,43.370866,-5.754482,sidra-fanjul
Jaanihanso Cider,2,0,3,2,7,2017,2018,2,https://ciderguide.com/jaanihanso-cider/,http://www.jaanihanso.ee/,https://www.facebook.com/Jaanihanso,https://www.instagram.com/jaanihanso/,https://maps.google.com/?cid=7606641832512391290,Pärnu,Estonia,Active,58.6955057,24.5206078,jaanihanso-cider
Corey Lake Orchards,1,0,3,3,7,2017,2018,2,https://ciderguide.com/corey-lake-orchards/,http://www.coreylakeorchards.com/,https://www.facebook.com/Corey-Lake-Orchards-131227153607072,https://www.instagram.com/coreylakeorchards/,https://maps.google.com/?cid=6754574994081328972,Michigan,United States,Active,41.919986,-85.718213,corey-lake-orchards
Critz Farms,0,1,4,2,7,2016,2019,2,https://ciderguide.com/critz-farms/,https://www.critzfarms.com/,https://www.facebook.com/CritzFarms/,https://www.instagram.com/critzfarms/,https://maps.google.com/?cid=7831833744661110756,New York,United States,Active,42.880641,-75.873523,critz-farms
Headwater Cider,0,1,3,3,7,2015,2021,5,https://ciderguide.com/headwater-cider/,http://www.headwatercider.com/,https://www.facebook.com/profile.php?id=100072389300487,,https://maps.google.com/?cid=10677507708826586466,Massachusetts,United States,Active,42.58249,-72.860053,headwater-cider
Black Apple,0,1,3,3,7,2021,2023,2,https://ciderguide.com/black-apple/,https://www.blackapplehardcider.com/,https://www.facebook.com/blackapplecrossing/,,https://maps.google.com/?cid=5449257929643515916,Arkansas,United States,Active,36.18487,-94.127403,black-apple
Island Folk Cider House,0,0,6,1,7,2022,2023,2,https://ciderguide.com/island-folk-cider-house/,https://www.islandfolkcider.ca/,https://www.facebook.com/islandfolkciderhouse/,https://www.instagram.com/islandfolkcider/,https://maps.google.com/?cid=16503578670375092154,Nova Scotia,Canada,Active,46.1428047,-60.1955871,island-folk-cider-house
Posterity Ciderworks,0,0,5,2,7,2021,2022,2,https://ciderguide.com/posterity-ciderworks/,https://posterityciderworks.com/,https://www.facebook.com/posterityciderworks,https://www.instagram.com/posterityciderworks/,https://maps.google.com/?cid=12556482300952119386,California,United States,Active,38.2969506,-120.7076974,posterity-ciderworks
B. Nektar,0,0,4,3,7,2017,2022,3,https://ciderguide.com/b-nektar/,http://www.bnektar.com/,https://www.facebook.com/b.nektar,https://www.instagram.com/bnektar/,https://maps.google.com/?cid=8558313972907611413,Michigan,United States,Active,42.456877,-83.113432,b-nektar
Cidrerie McKeown,0,0,4,3,7,2017,2022,2,https://ciderguide.com/cidrerie-mckeown/,https://www.cidremckeown.com/,https://www.facebook.com/McKeownOriginal/,https://www.instagram.com/mckeownoriginal/,https://maps.google.com/?cid=14828880461334289891,Quebec,Canada,Active,45.44444,-73.069221,cidrerie-mckeown
Empire Cider Company,0,0,4,3,7,2017,2018,2,https://ciderguide.com/empire-cider-company/,,,,,New York,United States,Inactive,42.872345,-77.008276,empire-cider-company
St. Ambrose Cellars,0,0,4,3,7,2015,2016,2,https://ciderguide.com/st-ambrose-cellars/,https://www.stambrose-mead-wine.com/,https://www.facebook.com/stambrosecellars,https://www.instagram.com/stambrosecellars/,https://maps.google.com/?cid=15684792512273738710,Michigan,United States,Active,44.618196,-85.998147,st-ambrose-cellars
Lindner's Cider,0,0,4,3,7,2021,2021,1,https://ciderguide.com/lindners-cider/,https://www.lindnerscider.com/,https://www.facebook.com/lindnerscider/,https://www.instagram.com/lindnerscider/,https://maps.google.com/?cid=5790694409805640354,New York,United States,Active,42.170095,-75.018056,lindners-cider
String Theory Cider,0,0,3,4,7,2021,2023,3,https://ciderguide.com/string-theory-cider/,https://stringtheorycider.com/,,,,Wisconsin,United States,Active,45.5309002,-92.0212919,string-theory-cider
Flint City Hard Cider Co.,0,0,2,5,7,2016,2022,5,https://ciderguide.com/flint-city-hard-cider-co/,,,,,Michigan,United States,Inactive,43.021453,-83.69504,flint-city-hard-cider-co
Mississippi Ale House,0,0,2,5,7,2018,2023,3,https://ciderguide.com/mississippi-ale-house/,https://mississippialehouse.com/,https://www.facebook.com/MississippiAleHouse/,,https://maps.google.com/?cid=3852212290293896708,Mississippi,United States,Active,34.9631296,-89.8268168,mississippi-ale-house
Swilled Dog Hard Cider,0,0,2,5,7,2017,2021,3,https://ciderguide.com/swilled-dog-hard-cider/,http://www.swilleddog.com/,https://www.facebook.com/swilleddog/,https://www.instagram.com/swilleddog/,https://maps.google.com/?cid=16690532979393529763,West Virginia,United States,Active,38.648376,-79.339701,swilled-dog-hard-cider
Revel Cider Company,0,0,2,5,7,2015,2017,3,https://ciderguide.com/revel-cider-company/,http://revelcider.ca/,,https://www.instagram.com/revelcider/,https://goo.gl/maps/PfmHnskMkPE2,Ontario,Canada,Active,43.236298,-79.741607,revel-cider-company
Apple Outlaw,0,0,2,5,7,2015,2017,2,https://ciderguide.com/apple-outlaw/,http://www.appleoutlaw.com/,https://www.facebook.com/appleoutlaw/,https://www.instagram.com/appleoutlaw/,https://maps.google.com/?cid=5850813650004409160,Oregon,United States,Active,42.135329,-123.239648,apple-outlaw
Red Clay Ciderworks,0,0,2,5,7,2018,2018,1,https://ciderguide.com/red-clay-ciderworks/,http://redclayciderworks.com/,https://www.facebook.com/redclayhardcider/,https://www.instagram.com/redclaycider/,https://maps.google.com/?cid=4377108592727573925,North Carolina,United States,Active,35.194573,-80.874782,red-clay-ciderworks
Frecon Farms,0,0,1,6,7,2013,2015,3,https://ciderguide.com/frecon-farms/,http://www.freconfarms.com/,https://www.facebook.com/freconfarms/,https://www.instagram.com/freconscidery/,https://maps.google.com/?cid=8468164925776922213,Pennsylvania,United States,Active,40.328401,-75.647477,frecon-farms
Ferme de Romilly,4,1,0,1,6,2018,2018,1,https://ciderguide.com/ferme-de-romilly/,https://vergersderomilly.com/,https://www.facebook.com/romillycidre/,https://www.instagram.com/romillycidre/,https://maps.google.com/?cid=6728302118795319623,Calvados,France,Active,49.3382641,-1.0293343,ferme-de-romilly
Red Island Cider,1,1,2,2,6,2021,2023,2,https://ciderguide.com/red-island-cider/,https://redislandcider.com/,https://www.facebook.com/RedIslandCider,https://www.instagram.com/redislandcider/,https://maps.google.com/?cid=17967681326263840117,Prince Edward Island,Canada,Active,46.2453598,-63.1244046,red-island-cider
Idol Cider House,1,0,4,1,6,2022,2023,2,https://ciderguide.com/idol-cider-house/,https://idyll-acres.com/,,https://www.instagram.com/idol_cider_house/,,Oregon,United States,Active,44.7501765,-122.918168,idol-cider-house
Warwick Valley Winery & Distillery,1,0,3,2,6,2009,2013,2,https://ciderguide.com/warwick-valley-winery-distillery/,http://www.wvwinery.com/,,https://www.instagram.com/docsdraftcider/,https://maps.google.com/?cid=1834058951156072833,New York,United States,Active,41.29121,-74.439717,warwick-valley-winery-distillery
Fenn Valley Vineyards,0,2,2,2,6,2022,2023,2,https://ciderguide.com/fenn-valley-vineyards/,https://www.fennvalley.com/,https://www.facebook.com/FennValley,https://www.instagram.com/fennvalley/,https://maps.google.com/?cid=4038197022279286991,Michigan,United States,Active,42.577827,-86.144125,fenn-valley-vineyards
Riverhead Ciderhouse,0,1,4,1,6,2018,2021,3,https://ciderguide.com/riverhead-ciderhouse/,http://riverheadcider.com/,https://www.facebook.com/RiverheadCiderhouse/,https://www.instagram.com/riverhead_ciderhouse/,https://maps.google.com/?cid=5566760778956005917,New York,United States,Active,40.958383,-72.729308,riverhead-ciderhouse
C.E.Petch Cidery and Distillery,0,1,4,1,6,2019,2021,2,https://ciderguide.com/c-e-petch-cidery-and-distillery/,https://www.cepetch.ca/,https://www.facebook.com/vergerspetchorchards,,https://maps.google.com/?cid=4761400511268048571,Quebec,Canada,Active,45.0458072,-73.596354,c-e-petch-cidery-and-distillery
Little Apple Cidery,0,1,3,2,6,2021,2023,3,https://ciderguide.com/little-apple-cidery/,https://littleapplecidery.com/,https://www.facebook.com/littleapplecider/,https://www.instagram.com/littleapplecidery/,https://maps.google.com/?cid=12638891274367653697,New York,United States,Active,42.2158739,-73.5186273,little-apple-cidery
Devoto Orchards Cider,0,1,3,2,6,2013,2015,3,https://ciderguide.com/devoto-orchards-cider/,,,,,California,United States,Inactive,38.388874,-122.865391,devoto-orchards-cider
Weidmann & Groh,0,1,3,2,6,2013,2014,2,https://ciderguide.com/weidmann-groh/,https://weidmann-groh.de/,https://www.facebook.com/pages/WEIDMANN-GROH/138116339592327,,https://maps.google.com/?cid=6569120976887073603,Hesse,Germany,Active,50.3305754,8.7244989,weidmann-groh
Williamson Mead and Brewing,0,1,2,3,6,2022,2023,2,https://ciderguide.com/williamson-mead-and-brewing/,https://williamsonbrewing.com/,https://www.facebook.com/WilliamsonBrewing/,https://www.instagram.com/williamsonmeadandbrewing/,https://www.google.com/maps?cid=9398213946413041794,North Carolina,United States,Active,36.4756637,-80.9887261,williamson-mead-and-brewing
Green Bird Cellars,0,1,1,4,6,2012,2015,4,https://ciderguide.com/green-bird-cellars/,http://www.greenbirdcellars.com/,https://www.facebook.com/greenbirdcellars,https://www.instagram.com/greenbirdcellars/,https://maps.google.com/?cid=10177780962923415301,Michigan,United States,Active,45.108463,-85.65037,green-bird-cellars
Willow Oaks,0,1,1,4,6,2021,2022,2,https://ciderguide.com/willow-oaks/,http://willowoakscraftcider.com/,https://www.facebook.com/willowoakscraftcider,https://www.instagram.com/willowoakscider/,https://maps.google.com/?cid=6526035871523748724,Maryland,United States,Active,39.402881,-77.576441,willow-oaks
Raging Cider & Mead,0,1,1,4,6,2018,2019,2,https://ciderguide.com/raging-cider-mead/,http://www.ragingcidermead.com/,https://www.facebook.com/ragingcider/,https://www.instagram.com/raging_cider/,https://maps.google.com/?cid=4063834740320553778,California,United States,Active,33.144079,-117.18753,raging-cider-mead
Bløm Meadworks,0,0,5,1,6,2021,2023,3,https://ciderguide.com/blom-meadworks/,http://www.drinkblom.com/,https://www.facebook.com/drinkblom/,https://instagram.com/drinkblom,https://maps.google.com/?cid=5653653516856181818,Michigan,United States,Active,42.2810318,-83.747518,blom-meadworks
Falconer Vineyards,0,0,4,2,6,2017,2019,3,https://ciderguide.com/falconer-vineyards/,http://www.falconervineyards.com/,https://www.facebook.com/falconervineyards,https://www.instagram.com/falconervineyards/,https://maps.google.com/?cid=8340163893550423966,Minnesota,United States,Active,44.557381,-92.59406,falconer-vineyards
Urban Forage Winery & Cider House,0,0,4,2,6,2017,2022,2,https://ciderguide.com/urban-forage-winery-cider-house/,http://urbanforagewinery.com/,https://www.facebook.com/urbanforagewinery/,https://www.instagram.com/urbanforagewinery/,https://maps.google.com/?cid=16453140758915321302,Minnesota,United States,Active,44.948571,-93.227734,urban-forage-winery-cider-house
